2023.08.28.,코로나·M폭스는 해제됐는데…소아마비엔 WHO 비상경계 유지,"안희 특파원 = 세계보건기구(WHO)가 코로나19와 엠폭스에 대해서는 올해 국제적 공중보건 비상사태(PHEIC) 선언을 해제했지만 소아마비에 대해서는 PHEIC를 유지하고 있다. 28일(현지시간) WHO에 따르면 전문가들로 구성된 국제 보건 규약 긴급위원회는 최근 회의를 열고 폴리오라고도 불리는 소아마비에 대해 내려진 PHEIC를 3개월 더 유지하기로 했다. PHEIC는 WHO가 내릴 수 있는 최고 수준의 공중 보건 경계 선언이다. 특정한 질병의 유행이 PHEIC로 규정되면 이를 억제할 수 있도록 WHO가 각종 연구와 자금 지원, 국제적 보건 조치 등을 강력하게 추진할 수 있는 요건을 갖춘다. WHO가 소집한 전문가들은 3개월마다 회의를 열어 PHEIC 유지 여부를 정하는데, 2014년에 PHEIC이 발표됐던 소아마비는 9년간 최고 수준의 공중 보건 경계 선언이 이어지고 있는 셈이다. WHO가 지난 5월 코로나19와 엠폭스에 대한 PHEIC를 잇달아 해제하면서 소아마비는 PHEIC가 적용된 유일한 질병으로 남아 있다. 소아마비는 바이러스에 의해 급성으로 감염되며, 주로 소아의 뇌와 척수 등과 같은 중추신경계에 손상을 유발함으로써 일시적 혹은 영구적 신체 마비나 변형이 생기는 질환이다. 현재 야생에서 병을 옮기고 다니는 원천 바이러스인 야생폴리오바이러스 1형(WPV1)에 감염되거나 면역성을 만들기 위해 소량 주입하는 소아마비 백신 내 바이러스(순환 백신 유래 폴리오바이러스·cVDPV)가 병을 일으킨 경우 등 2가지 발병 경로가 있다. WHO는 올해 들어 파키스탄에서 2건의 WPV1 발병 사례가 발견됐고, 아프가니스탄에서는 동일한 발병 건수 5건이 나오는 등 질병 전파 사례가 끊이지 않는 점을 PHEIC 유지 결정의 근거로 들었다. 콩고민주공화국 동부와 나이지리아 북부, 예멘 북부, 소말리아 등 아프리카 지역에서는 cVDPV에 의한 발병 사례가 지속해서 나온다. cVDPV에 의한 소아마비는 예방접종 환경이 갖춰져 있지 않거나 접종 횟수가 불충분한 경우 발병 사례가 많은 것으로 전해졌다. 아프리카에서도 cVDPV에 의한 발병 사례가 감소 추세를 나타내지만, 곳곳에서 분쟁이 빈발해 이주민이 다수 발생하는 상황을 고려하면 국경을 넘어 감염이 확산할 위험은 여전하다고 전문가들은 판단했다. WHO는 이 밖에도 발병 국가와 인접국 내 예방접종 환경이 취약한 점, 몇몇 WPV1 발병 사례의 감염 경로가 불명확한 점 등을 고려해 소아마비에 대한 PHEIC를 유지하기로 했다. 소아마비가 코로나19처럼 전 세계에 광범위한 영향을 미치는 질병이 아닌데도 WHO가 최고 수준의 경계태세를 지속하는 건 질병 근절 목표와 관련이 깊다는 관측이 많다. 이미 야생폴리오바이러스 가운데 2형(WPV2)과 3형(WPV3)이 멸종됐음을 선언한 WHO는 WPV1과 cVDPV까지 근절하겠다는 목표를 세워두고 있다. 실제로 발병 건수가 지속해서 감소하는 등 목표에 근접하고 있다는 평가도 있다. 이런 가운데 의료 취약 지역의 예방접종 확대 등을 위해서는 많은 재원이 필요하므로 각국의 협조와 관심을 중단 없이 유도하기 위해 PHEIC를 유지할 정책적 필요성이 있다는 분석이 나온다. ",세계,2
2023.08.28.,"美 코로나 입원자 증가세…""바이러스와 사는법 배워야""","이지헌 기자 = 늦여름 미국 내 코로나19 감염자 수가 늘어나는 가운데 가을·겨울철을 앞두고 전문가 사이에서 추가 확산에 대비해야 한다는 경고가 나오고 있다고 미국 뉴욕타임스(NYT)가 28일(현지시간) 보도했다. 바이러스와 함께 살아가야 하는 게 '포스트 코로나' 시대의 '뉴 노멀'이라는 평가도 나온다. 미 질병통제예방센터(CDC)에 따르면 지난 12일 미국 내 코로나19 입원자는 3천56명으로 2주 전보다 24% 증가했다. 하수 역학 기업인 바이오봇이 미국 전역 폐수를 모니터링해 검출한 코로나19 바이러스도 6월 중순 이후 증가세를 나타냈다. 특히 미 서부와 북동부 지역에서 감염이 증가하는 것으로 파악됐다. 일부 학교나 기관 회사에선 감염 증가에 따른 대응에 나서기도 했다. 미국 켄터키주와 텍사스주의 일부 학교들은 코로나19와 독감 등 호흡기 바이러스 감염 증가를 이유로 일시 휴교를 결정했다. 할리우드의 주요 영화 투자배급사 라이언스게이트는 샌타모니카에 있는 본사에서 코로나19 확진자가 잇달아 발생해 지난 21일 보건 당국의 지시에 따라 직원들에게 마스크 착용을 의무화하기도 했다. 다행히 추가 확진자가 나오지 않아 일주일 만에 지침은 해제됐다. 다만, 과거 유행기와 비교하면 입원자 수는 여전히 상대적으로 적은 편이고, 대다수 환자의 경우 증상도 경미한 수준에 그치고 있다고 미 보건당국 관계자는 전했다. 대부분 지역사회나 학교, 상점들 역시 확진자 증가 추세에도 불구하고 과거 팬데믹 시기의 강도 높은 거리두기 시행을 재개할 계획은 세우지 않고 있다. 이 같은 최근 발병 증가세는 '포스트 코로나' 시대의 뉴 노멀이 어떤 모습인지를 상기시켜준다고 NYT는 설명했다. 팬데믹을 넘었다고 해서 바이러스 없는 세상에 사는 것은 아니라는 것이다. 미네소타대학 전염병연구정책센터 마이클 오스터홀름 소장은 ""우리는 현재 매우 불편한 영역에 머물러 있다""면서 ""팬데믹과의 전쟁이란 안개는 벗어났지만 포스트 코로나 시대의 일상은 어떤 모습일지 이해하기 위해 노력하고 있다""라고 말했다. 노스웨스턴 메모리얼병원의 존 콜먼 박사는 ""앞으로 우리는 코로나 바이러스와 함께 살아가는 법을 배워야 한다""라며 ""코로나는 항상 주변에 있을 것""이라고 말했다. ",사회,9
2023.08.28.,"""푸틴·에르도안, 조만간 러 소치서 회담…흑해곡물협정 논의""","조성흠 특파원 = 블라디미르 푸틴 러시아 대통령과 레제프 타이이프 에르도안 튀르키예 대통령의 정상회담이 조만간 러시아 남부 휴양도시 소치에서 열릴 예정이라고 28일(현지시간) 튀르키예 집권당 대변인이 밝혔다. 타스, 로이터 통신 등에 따르면 튀르키예 집권당인 정의개발당(AKP)의 오메르 젤릭 대변인은 이날 앙카라에서 열린 기자회견을 통해 ""머지않아 에르도안 대통령이 푸틴 대통령과 회담을 위해 소치로 갈 예정""이라고 말했다. 이어 ""우리 대통령이 그동안 세계 식량 위기를 막기 위해 외교적 노력을 해왔다""며 ""이번 회담 이후 흑해곡물협상 관련 상황에 진전이 있길 바란다""고 덧붙였다. 러시아와 우크라이나는 전쟁으로 인한 흑해 봉쇄를 풀고 해상으로 곡물을 수출할 수 있도록 지난해 7월 22일 흑해곡물협정을 맺었으나, 러시아는 자국 관련 협정이 지켜지지 않고 있다며 지난달 17일 협정을 파기하고 흑해를 재봉쇄했다. 이에 따라 유엔과 함께 해당 협정을 중재한 튀르키예의 에르도안 대통령이 푸틴 대통령과 정상회담을 추진 중으로, 이르면 다음 달 초 러시아에서 회담이 성사될 수 있다는 예상이 나온다. 지난주 크렘린궁도 회담 장소나 시기는 언급하지 않은 채 양국 정상이 ""곧 만날 것이라는 이해가 있다""고 밝혔다. 하칸 피단 튀르키예 외무장관은 지난 25일 우크라이나 키이우를 방문해 볼로디미르 젤렌스키 우크라이나 대통령을 예방한 데 이어 러시아 방문을 앞두고 있는 등 양국 정상회담을 준비하고 있다. 소치는 지난해 8월 5일에도 에르도안 대통령과 푸틴 대통령이 정상회담을 한 장소다. 에르도안 대통령은 이번 회담을 위해 푸틴 대통령의 튀르키예 방문을 추진했으나 결국 성사되지 않은 것으로 보인다. 푸틴 대통령이 튀르키예를 방문한다면 러시아의 우크라이나 침공 이후 첫 북대서양조약기구(NATO·나토) 회원국 방문이 될 수 있었다. ",세계,2
2023.08.28.,"뉴욕증시, 물가·고용 보고서 앞두고 상승 출발","윤영숙 연합인포맥스 특파원 = 뉴욕증시는 이번 주 후반 나올 연방준비제도(연준·Fed)가 선호하는 물가 지표와 고용 보고서를 앞두고 오름세로 출발했다. 28일(미 동부시간) 뉴욕증권거래소(NYSE)에서 오전 10시 14분 현재 다우존스30산업평균지수는 전장보다 251.80포인트(0.73%) 오른 34,598.70을 기록 중이다. 스탠더드앤드푸어스(S&P)500지수는 전장보다 27.35포인트(0.62%) 상승한 4,433.06을, 나스닥지수는 전장보다 92.09포인트(0.68%) 뛴 13,682.74를 나타냈다. 투자자들은 지난주 제롬 파월 연방준비제도(연준·Fed) 의장의 기자회견을 소화하며, 이번 주 예정된 물가 및 고용 보고서를 주시하고 있다. 파월 의장은 지난주 잭슨홀에서 가진 연설에서 인플레이션이 여전히 높은 수준이라면서, 필요하다면 금리를 추가로 올릴 준비가 돼 있다고 밝혔다. 파월 의장이 추가 금리 인상 가능성을 열어뒀지만, 시장이 어느 정도 예상해왔던 수준이라는 평가에 안도 랠리가 나왔다. 관건은 이번 주 나올 고용과 물가 지표에서 추가 금리 인상의 근거가 더 나올지 여부다. 월스트리트저널(WSJ)에 따르면 이코노미스트들은 오는 1일에 나올 8월 비농업 부문 신규 고용이 16만5천명으로 지난달의 18만7천명에서 줄어들었을 것으로 예상하고 있다. 실업률은 3.5%로 전달과 같은 수준을 보일 것으로 예상했다. 임금 상승률은 4.4%로 전달의 4.36%에서 상승했을 것으로 추정하고 있다. 고용이 둔화하더라도 임금 상승률이 높아지면 연준의 관망세는 더욱 길어질 가능성이 크다. 이번 주 31일에는 연준이 선호하는 인플레이션 지표인 7월 개인소비지출(PCE) 물가지수도 나온다. WSJ 집계에 따르면 이코노미스트들은 근원 PCE 가격지수가 전달보다 4.2% 올라 전달의 4.1% 상승에서 올랐을 것으로 예상하고 있다. 7월에는 인플레이션 압력이 지속될 것을 시사하고 있어 연준이 긴축을 중단하기에는 이르다는 전망이 강화될 것으로 예상된다. 미 금리 선물시장에서는 연준이 9월에 기준금리를 동결할 가능성을 80%가량으로, 금리를 0.25%포인트 인상할 가능성을 20%가량으로 보고 있다. 그러나 11월 회의에서는 연준이 금리를 동결할 가능성을 43%로, 0.25%포인트 인상할 가능성은 47.8%, 금리를 0.50%포인트 인상할 가능성도 9.1%에 달한다. 파월의 잭슨홀 회의 이후 연준이 연내 1회 더 금리를 인상할 가능성이 절반을 넘어선 것이다. S&P500지수 내 11개 업종이 모두 오르고, 통신과 부동산, 에너지, 자재 관련주가 1% 이상 오르고 있다. 개별 종목 중에 3M의 주가는 소음 차단용 귀마개와 관련한 집단 소송에서 55억달러 규모의 보상금에 합의할 것으로 알려지면서 4% 이상 오르고 있다. 하와이안 일렉트릭의 주가는 하와이 산불의 원인이 불명확한 상황에서 당국이 소송을 제기한 데 회사가 반박했다는 소식에 40% 이상 오르고 있다. 뉴욕증시 전문가들은 파월 의장은 정책 기조를 거의 바꾸지 않았다며 여전히 모든 가능성이 유효한 것이 주가를 끌어올렸다고 설명했다. 단스케 뱅크의 앨런 폰 에흐렌 수석 애널리스트는 마켓워치에 ""결국 크게 바뀐 것은 없다. 연준이 내년에 방향을 바꿀 것이라고 믿는 사람들은 여전히 그러한 주장을 뒷받침할 근거를 얻었고, 그 반대의 경우도 마찬가지다. 따라서 주가가 강한 모습을 보였다""고 말했다. 그는 ""더 중요한 것은 파월 의장이 대형 성장주에 대한 투자 욕구를 방해할 어떤 말도 하지 않았다는 점이다""라며 ""임의소비재와 기술주가 다른 업종 대비 더 높이 오르고, 대형주가 소형주 대비, 성장주가 가치주 대비 더 올랐다""고 말했다. 그러나 시장이 연준의 정책에 대해 지나치게 낙관적이라는 지적도 나왔다. UBS 프라이빗 자산관리의 로드 반 립시 매니징 디렉터도 마켓워치에 이번 주 나올 근원 PCE 가격지수와 9월 중순에 나올 CPI 보고서가 연준의 9월 행보를 가늠하는 데 특히 중요할 것""이라고 말했다. 그는 ""인플레이션을 억제하겠다는 연준의 지속적인 약속을 고려할 때 시장이 제약적인 정책 금리가 종착점에 다다랐다고 생각하는 것은 지나치게 낙관적이다""라고 평가했다. 유럽증시는 일제히 올랐다. 독일 DAX지수는 1.02% 오르고, 영국 FTSE지수는 0.07% 상승 중이다. 프랑스 CAC 지수는 1.42% 상승 중이며 범유럽지수인 STOXX600 지수는 0.93% 오르고 있다. 국제유가도 상승 중이다. 10월물 서부텍사스산원유(WTI) 가격은 전장보다 0.61% 오른 배럴당 80.31달러에, 10월물 브렌트유 가격은 전장보다 0.30% 상승한 배럴당 84.71달러를 기록했다. ",경제,0
2023.08.28.,"Another victim dies in vehicle ramming, stabbing incident: police","stabbing rampage-victim deathAnother victim dies in vehicle ramming, stabbing incident: police SEONGNAM, South Korea, Aug. 28 (Yonhap) -- A woman declared brain-dead after being hit by a car of the suspect of a stabbing rampage just south of Seoul earlier this month died Monday, police said. The woman in her 20s was pronounced dead at a hospital in Suwon, 30 kilometers south of Seoul, at 9:52 p.m., according to officials at Gyeonggi Nambu Provincial Police investigating the incident at a department store in the Bundang district in Seongnam. On Aug. 3, the culprit, Choi Won-jong, 22, rammed a vehicle into pedestrians outside the store and then attacked shoppers with a knife inside the establishment, which is connected to nearby Seohyeon Station, and draws many commuters and shoppers. The attack has now left two dead and 12 wounded. Another female victim in her 60s died three days after the attack. Choi was formally arrested on Aug. (END)",세계,0
2023.08.28.,공화 첫토론 불참탓?…트럼프 지지율 일주일새 56%서 50%로 하락,"강병철 특파원 = 미국 공화당의 첫 대선후보 토론회에 불참한 도널드 트럼프 전 대통령의 지지율이 토론 전과 비교해 일주일 사이에 6% 포인트 하락했다는 조사가 나왔다. 반면 지속해 하락세를 보였던 론 디샌티스 플로리다 주지사는 토론 이후 소폭 반등했으며 마이크 펜스 전 부통령과 니키 헤일리 전 유엔 대사도 상승세를 보였다. 에머슨대가 공화당 토론(23일) 직후인 25~26일 1천명의 등록 유권자를 대상으로 실시해 28일(현지시간) 공개한 여론 조사에 따르면 공화당 대선 주자 가운데 트럼프 전 대통령의 지지율은 50%를 기록했다. 이는 에머슨대가 토론 전인 16~17일 실시한 조사에 비해 6%포인트가 낮아진 것이자 공화당 대선 주자에 대한 에머슨대의 여론조사가 시작된 이후 최저치라고 에머슨대는 밝혔다. 디샌티스 주지사는 직전 조사보다 2% 포인트 오른 12%를 기록했다. 직전 조사에서 디샌티스 주지사와 동률을 기록했단 비벡 라마스와미 후보(9%)는 1%포인트 하락했다. 펜스 전 부통령과 헤일리 전 대사는 7%로 동률을 기록했다. 직전 조사와 비교해 펜스 전 부통령은 4%, 헤일리 전 대사는 5%가 각각 '점프'한 결과다. 에머슨대는 홈페이지에 올린 글에서 ""트럼프 지지율이 소폭 하락했으나 이것이 일시적 현상인지 아니면 다른 후보들이 경선에서 경쟁력을 확보할 만큼 (앞으로) 충분한 지지를 확보하게 될지는 의문""이라고 말했다. 전체 응답자 가운데 공화당 첫 토론회를 본 유권자를 대상으로 승자를 묻는 말에는 승자가 없다는 답변(31%)이 가장 많았다. 이어 라와스와미 후보(18%), 디샌티스 주지사(16%), 헤일리 전 대사(14%), 펜스 전 부통령(11%) 등의 순이었다. 또 트럼프 전 대통령 등을 빼고 공화당 첫 토론에 참석한 공화당 후보만을 대상으로 한 여론조사에서는 디샌티스 주지사가 30%, 라와스와미 후보가 25%의 지지를 각각 확보하는 것으로 조사됐다. 에머슨대는 ""트럼프 전 대통령이 공화당 경선에 불출마할 경우 경선 구도가 디샌티스 주지사와 라와스와미 후보간 형성될 것임을 시사한다""고 말했다. 조 바이든 대통령과 트럼프 전 대통령간의 양자 가상 대결(오차범위 ±3% 포인트)에서는 트럼프 전 대통령(46%)이 바이든 대통령(44%)보다 우세하게 나왔다. 녹색당 후보(4%)까지 포함해 3자 가상 대결을 벌일 경우 트럼프 전 대통령(44%)과 바이든 대통령(39%)간 격차가 더 벌어지는 것으로 나타나 이른바 제3후보가 출현할 경우 바이든 대통령이 상대적으로 더 큰 타격을 받는다는 것이 재확인됐다.한편 AP통신이 시카고대 여론연구센터(NORC)와 함께 이달 10~14일 1천165명을 대상으로 실시해 이날 공개한 여론조사에 따르면 전체 응답자의 77%가 바이든 대통령이 재임하기에는 너무 늙었다고 답했다. 트럼프 전 대통령의 경우 응답자의 절반가량이 같은 답변을 했다고 AP통신은 전했다. 전체 응답자 가운데 3분의 2가량은 대선 후보(66%가 지지)나 연방 의원 후보(68%), 대법관(67%)에 연령 상한을 두는 것을 지지한다고 답변했다. ",정치,5
2023.08.29.,"스페인 검찰, '강제 입맞춤' 축구협회장 예비조사 착수","송진원 특파원 = 여자 축구 선수에게 '기습 입맞춤'을 했다가 90일 직무 정지 징계를 받은 루이스 루비알레스 스페인축구협회장에 대한 검찰 조사가 시작됐다. 28일(현지시간) AFP 통신에 따르면 스페인 최고 형사 법원의 검찰은 이날 루비알레스의 행동이 '성범죄'에 해당할 수 있다고 보고 예비 조사에 착수했다고 밝혔다. 법원은 성명에서 ""국립법원의 검사가 성범죄에 해당할 수 있는 이번 사안의 사실관계들을 조사하기 위해 예비 조사를 개시했다""며 강제 입맞춤을 당한 헤니페르 에르모소 선수에게 소송을 제기할 기회를 제공할 것임을 시사했다. 루비알레스 스페인축구협회장은 지난 20일 스페인의 우승으로 막을 내린 2023 FIFA 호주·뉴질랜드 여자 월드컵 시상식에서 대표팀 에르모소의 얼굴을 붙잡고 키스했다. 하지만 에르모소가 ""기분이 좋지 않았다""는 의견을 밝혔고, 에르모소가 속한 노동조합인 풋프로 역시 회장의 '기습 입맞춤'이 처벌을 받아야 한다고 주장하고 나섰다. 루비알레스 회장은 에르모소의 동의를 받은 행동이었다며 사과했지만, 오히려 여론은 더욱 악화해 사퇴 압박이 이어졌고 국제축구연맹(FIFA)도 26일 루비알레스 회장에게 '90일 직무 정지'를 내리며 추가 조사에 들어갔다. 루비알레스 회장은 에르모소가 거짓말을 하고 있다며 사퇴 대신 법적조치로 맞섰다. 루비알레스 회장의 모친인 앙헬레스 베하르는 이날 아들의 무고함을 주장하며 한 교회 안에서 단식 투쟁에 나섰다. 교회 밖에서 기자들을 만난 루비알레스 회장의 사촌은 ""지금 일어나고 있는 일은 불공평해 보인다. 그는 이미 비난받았고, 그 가족은 큰 고통을 겪고 있다""며 에르모소가 ""진실을 말하길 바란다""고 말했다. ",세계,0
2023.08.29.,분당 흉기난동범 최원종 차량에 치인 20대 여성 사망(종합),"강영훈 기자 = '분당 흉기 난동 사건'의 피해자인 20대 여성이 중태에 빠져 병원 치료를 받다가 사건 발생 25일 만인 28일 사망했다. 경기남부경찰청에 따르면 이날 오후 9시 52분 경기도 수원시 아주대병원 중환자실에서 치료받던 이 사건 피해자 A씨가 숨졌다. A씨는 이 사건 피의자 최원종(22)이 몰던 모닝 차량에 치인 피해자로, 뇌사 상태에 빠져 연명 치료를 받아왔다. 피해자 보호 조처를 해온 경찰은 A씨의 사망에 따라 향후 장례 절차를 지원할 방침이다. 경찰 관계자는 ""A씨가 조금 전 사망해 현재로선 해줄 수 있는 말이 없다""며 ""유족들 곁에서 최대한 많은 지원을 할 방침""이라고 했다. 한편 최원종은 지난 3일 오후 5시 56분께 수인분당선 서현역과 연결된 경기도 성남시 분당구 서현동 AK플라자 백화점 앞에서 보행자들을 향해 차량을 몰고 돌진한 뒤 차에서 흉기를 들고 내려 시민들에게 마구 휘두른 혐의를 받고 있다. 이로 인해 차에 치였던 60대 여성 1명이 사건 발생 사흘 만인 6일 사망했다. 이어 마찬가지로 차량 돌진으로 피해를 본 A씨가 뇌사 상태로 치료받다 이날 숨졌다. 이 밖에 또 다른 무고한 시민 12명이 다쳤다. 최원종은 지난 10일 검찰에 송치되는 과정에서 ""피해자분들께 정말 죄송하고 지금 병원에 계신 피해자분들은 빨리 회복하셨으면 좋겠다""며 ""사망한 피해자께도 애도의 말씀 드리고 유가족분들께 정말 죄송하다고 말씀드리고 싶다""고 말했다. ",사회,88
2023.08.28.,귀국하는 강은미 의원,윤동진 기자 = 일본 현지에서 열린 '원전 오염수 방류 반대 집회’에 참가한 정의당 강은미 의원이 28일 오후 김포공항 국제선을 통해 귀국하고 있다. 2023.8.28 ,정치,0
2023.08.28.,귀국하는 강은미 의원,윤동진 기자 = 일본 현지에서 열린 '원전 오염수 방류 반대 집회’에 참가한 정의당 강은미 의원이 28일 오후 김포공항 국제선을 통해 귀국하고 있다. 2023.8.28 ,정치,0
